iter,point,energy_sampled,approximation_ratio,energy_best,variance_sampled,fidelity_sampled,fidelity_best,ratio_solution,ratio_solution_best,corr_length,const_kernel,noise_level,std_energies,average_distances,n_iterations,time_opt_bayes,time_qaoa,time_opt_kernel,time_step,sampled_state
0,"[152, 313]",-1.4615384615384615,0.6346153846153846,-1.2307692307692308,0.40198511166253104,0.03125,0.3125,0.0,1.6666666666666667,0.7177422360853688,0.3720056127647526,0.198787885272745,0.0,0.0,0,0.0,0.0,0.0,0.0,"{'101101': 1, '100001': 4, '100100': 2, '010001': 2, '101000': 1, '001000': 7, '100000': 7, '000010': 2, '000001': 0}"
1,"[786, 297]",-1.8076923076923077,0.5480769230769231,-1.2307692307692308,0.7109181141439207,0.03125,0.3125,0.0,1.6666666666666667,0.7177422360853688,0.3720056127647526,0.198787885272745,0.0,0.0,0,0.0,0.0,0.0,0.0,"{'101101': 1, '101001': 2, '100101': 3, '100010': 1, '001100': 7, '100001': 1, '000100': 2, '000001': 3, '100000': 4, '000010': 1, '000000': 1}"
2,"[705, 643]",-2.923076923076923,0.2692307692307693,-1.2307692307692308,0.7047146401985113,0.3125,0.3125,1.6666666666666667,1.6666666666666667,0.7177422360853688,0.3720056127647526,0.198787885272745,0.0,0.0,0,0.0,0.0,0.0,0.0,"{'101101': 10, '101100': 2, '001101': 1, '101001': 1, '100010': 4, '001100': 6, '010001': 1, '100100': 1, '100001': 0}"
3,"[333, 441]",-2.0384615384615383,0.4903846153846154,-1.2307692307692308,0.9342431761786602,0.125,0.3125,1.0,1.6666666666666667,0.7177422360853688,0.3720056127647526,0.198787885272745,0.0,0.0,0,0.0,0.0,0.0,0.0,"{'101101': 4, '100101': 3, '001100': 2, '101000': 1, '000101': 1, '100010': 3, '010001': 1, '100001': 1, '000100': 4, '000010': 4, '100000': 1, '001000': 1, '000001': 0}"
4,"[597, 739]",-3.0,0.25,-1.2307692307692308,0.25806451612903225,0.125,0.3125,0.0,1.6666666666666667,0.7177422360853688,0.3720056127647526,0.198787885272745,0.0,0.0,0,0.0,0.0,0.0,0.0,"{'101101': 4, '100101': 6, '001101': 5, '101100': 5, '101001': 2, '100001': 4, '001100': 0}"
5,"[239, 692]",-1.5769230769230769,0.6057692307692308,-1.2307692307692308,0.4627791563275435,0.0,0.3125,0.0,1.6666666666666667,0.7177422360853688,0.3720056127647526,0.198787885272745,0.0,0.0,0,0.0,0.0,0.0,0.0,"{'101100': 2, '001101': 2, '100010': 1, '001100': 1, '010001': 3, '001001': 1, '000101': 1, '000001': 2, '000010': 4, '100000': 7, '001000': 2}"
6,"[302, 221]",-1.2307692307692308,0.6923076923076923,-1.2307692307692308,0.6004962779156328,0.0,0.3125,0.0,1.6666666666666667,0.7177422360853688,0.3720056127647526,0.198787885272745,0.0,0.0,0,0.0,0.0,0.0,0.0,"{'101100': 2, '100010': 6, '100001': 1, '100000': 10, '000100': 1, '001000': 1, '000000': 5}"
7,"[490, 138]",-1.8076923076923077,0.5480769230769231,-1.2307692307692308,1.291563275434243,0.09375,0.3125,0.0,1.6666666666666667,0.7177422360853688,0.3720056127647526,0.198787885272745,0.0,0.0,0,0.0,0.0,0.0,0.0,"{'101101': 3, '101100': 5, '100010': 4, '100100': 1, '100001': 1, '100000': 2, '000100': 2, '010000': 2, '000010': 2, '000000': 4}"
8,"[417, 455]",-1.6538461538461537,0.5865384615384616,-1.2307692307692308,0.25434243176178656,0.0,0.3125,0.0,1.6666666666666667,0.7177422360853688,0.3720056127647526,0.198787885272745,0.0,0.0,0,0.0,0.0,0.0,0.0,"{'100101': 1, '100010': 3, '010001': 3, '000101': 4, '001100': 1, '100100': 1, '101000': 1, '100001': 2, '000100': 4, '000001': 1, '010000': 4, '001000': 1}"
9,"[571, 576]",-2.9615384615384617,0.2596153846153846,-1.2307692307692308,0.4826302729528536,0.21875,0.3125,0.0,1.6666666666666667,0.7177422360853688,0.3720056127647526,0.198787885272745,0.0,0.0,0,0.0,0.0,0.0,0.0,"{'101101': 7, '101001': 9, '100101': 1, '101100': 1, '001100': 4, '010001': 2, '100010': 2}"
